1577937660,157.452504,157.452504,157.452504,157.452504,460
1577937720,157.650932,157.650932,157.650932,157.650932,2000
1577938200,157.561639,157.561639,157.561639,157.561639,207
1577938320,157.611246,157.611246,157.611246,157.611246,400
1577938380,157.611246,157.611246,157.611246,157.611246,235
1577938560,157.631089,157.631089,157.631089,157.631089,100
1577938620,157.631089,157.631089,157.631089,157.631089,200
1577938920,157.700539,157.700539,157.700539,157.700539,368
1577939100,157.720381,157.720381,157.720381,157.720381,142
1577939160,157.720381,157.720381,157.720381,157.720381,282
1577939280,157.670774,157.670774,157.670774,157.670774,149
1577939340,157.730303,157.730303,157.730303,157.730303,400
1577939520,157.71046,157.71046,157.71046,157.71046,400
1577939880,157.730303,157.730303,157.730303,157.730303,400
1577940000,157.690617,157.740224,157.690617,157.740224,630
1577940300,157.690617,157.690617,157.690617,157.690617,100
1577940360,157.670774,157.670774,157.650932,157.650932,600
1577940420,157.730303,157.730303,157.730303,157.730303,162
1577940660,157.730303,157.730303,157.730303,157.730303,100
1577941560,157.839438,157.839438,157.839438,157.839438,301
1577941800,157.750146,157.750146,157.740224,157.740224,674
1577942460,157.799753,157.799753,157.799753,157.799753,357
1577942580,157.799753,157.799753,157.799753,157.799753,400
1577942760,157.84936,157.84936,157.84936,157.84936,100
1577942820,157.84936,157.84936,157.84936,157.84936,650
1577943060,157.908888,157.908888,157.809674,157.898966,534
1577943120,157.84936,157.84936,157.84936,157.84936,1068
1577943180,157.938652,157.938652,157.938652,157.938652,140
1577943600,157.77991,157.77991,157.77991,157.77991,380
1577944320,157.680696,157.77991,157.680696,157.77991,480
1577944560,157.77991,157.77991,157.650932,157.650932,583
1577944620,157.799753,157.799753,157.700539,157.700539,680
1577944680,157.769988,157.769988,157.769988,157.769988,380
1577944740,157.64101,157.740224,157.64101,157.720381,580
1577945100,157.730303,157.730303,157.650932,157.690617,1140
1577945160,157.730303,157.730303,157.730303,157.730303,2136
1577945400,157.730303,157.730303,157.730303,157.730303,140
1577945640,157.670774,157.670774,157.670774,157.670774,380
1577945760,157.670774,157.670774,157.650932,157.650932,760
1577946000,157.631089,157.650932,157.591403,157.591403,580
1577946060,157.601325,157.601325,157.591403,157.601325,1002
1577946120,157.71046,157.730303,157.611246,157.611246,1829
1577946180,157.571561,157.571561,157.571561,157.571561,390
1577946960,157.650932,157.650932,157.650932,157.650932,400
1577947380,157.650932,157.650932,157.650932,157.650932,155
1577947860,157.700539,157.700539,157.700539,157.700539,405
1577948100,157.680696,157.680696,157.680696,157.680696,120
1577948160,157.670774,157.670774,157.611246,157.611246,500
1577948460,157.611246,157.720381,157.551718,157.551718,6144
1577948520,157.551718,157.551718,157.551718,157.551718,664
1577948580,157.551718,157.551718,157.551718,157.551718,401
1577948700,157.561639,157.650932,157.561639,157.650932,574
1577948760,157.650932,157.650932,157.561639,157.561639,426
1577948820,157.551718,157.551718,157.551718,157.551718,836
1577948880,157.551718,157.551718,157.551718,157.551718,262
1577949000,157.551718,157.551718,157.521954,157.521954,1520
1577949120,157.551718,157.551718,157.551718,157.551718,1499
1577949300,157.591403,157.591403,157.591403,157.591403,391
1577949420,157.561639,157.561639,157.561639,157.561639,300
1577949660,157.601325,157.64101,157.601325,157.64101,808
1577949780,157.621167,157.621167,157.621167,157.621167,410
1577949900,157.601325,157.601325,157.561639,157.561639,447
1577949960,157.561639,157.561639,157.561639,157.561639,553
1577950020,157.531875,157.601325,157.531875,157.601325,667
1577950140,157.551718,157.551718,157.541796,157.541796,551
1577950200,157.541796,157.541796,157.541796,157.541796,380
1577950320,157.601325,157.601325,157.601325,157.601325,301
1577950380,157.611246,157.650932,157.611246,157.650932,1785
1577950500,157.64101,157.64101,157.64101,157.64101,153
1577950560,157.571561,157.571561,157.571561,157.571561,481
1577950620,157.571561,157.571561,157.561639,157.561639,1054
1577950860,157.561639,157.561639,157.561639,157.561639,832
1577950980,157.571561,157.571561,157.571561,157.571561,272
1577951220,157.621167,157.631089,157.621167,157.631089,744
1577951400,157.64101,157.650932,157.64101,157.650932,1355
1577951520,157.650932,157.690617,157.650932,157.690617,700
1577951700,157.680696,157.680696,157.650932,157.650932,677
1577951760,157.680696,157.690617,157.650932,157.690617,2656
1577951880,157.680696,157.700539,157.680696,157.700539,1690
1577952000,157.700539,157.730303,157.650932,157.650932,2016
1577952060,157.64101,157.730303,156.460365,157.730303,8520
1577952120,157.660853,157.660853,157.650932,157.650932,792
1577952180,157.670774,157.670774,157.670774,157.670774,1939
1577952240,157.670675,157.670774,157.670675,157.670774,963
1577952300,157.64101,157.64101,157.621167,157.621167,1705
1577952360,157.631089,157.64101,157.621167,157.64101,1586
1577952480,157.690617,157.690617,157.690617,157.690617,218
1577952660,157.700539,157.700539,157.700539,157.700539,309
1577952720,157.720381,157.720381,157.700539,157.720381,1058
1577952780,157.730303,157.740224,157.730303,157.740224,2247
1577952840,157.700539,157.700539,157.700539,157.700539,238
1577952900,157.700539,157.750146,157.700539,157.750146,2467
1577953020,157.700539,157.700539,157.700539,157.700539,365
1577953080,157.650932,157.660853,157.650932,157.660853,1173
1577953200,157.730303,157.730303,157.730303,157.730303,100
1577953260,157.700539,157.700539,157.700539,157.700539,100
1577953380,157.720381,157.720381,157.720381,157.720381,362
1577953440,157.720381,157.750146,157.720381,157.750146,2803
1577953500,157.730303,157.750146,157.730303,157.740224,835
1577953560,157.750146,157.789831,157.670774,157.720381,7883
1577953620,157.740224,157.740224,157.740224,157.740224,120
1577953740,157.740224,157.789831,157.740224,157.789831,6100
1577953800,157.750146,157.750146,157.750146,157.750146,307
1577953860,157.789831,157.789831,157.789831,157.789831,127
1577953920,157.720381,157.720381,157.720381,157.720381,100
1577953980,157.750146,157.799753,157.750146,157.799753,934
1577954040,157.750245,157.750245,157.750245,157.750245,3039
1577954100,157.750245,157.819595,157.750245,157.819595,958
1577954160,157.819595,157.819595,157.760067,157.760067,1244
1577954220,157.799753,157.799753,157.799753,157.799753,200
1577954280,157.762051,157.762051,157.762051,157.762051,200
1577954400,157.750146,157.760067,157.670774,157.670774,1619
1577954460,157.740224,157.750146,157.71046,157.71046,1321
1577954580,157.789831,157.829517,157.789831,157.829517,1969
1577954640,157.84936,157.84936,157.84936,157.84936,243
1577954700,157.84936,157.84936,157.84936,157.84936,880
1577954760,157.84936,157.84936,157.84936,157.84936,900
1577954820,157.869103,157.898966,157.84936,157.898966,3718
1577954880,157.879124,157.898966,157.879124,157.898966,594
1577954940,157.869202,157.898966,157.84936,157.869202,2805
1577955000,157.898867,157.898966,157.898867,157.898867,657
1577955060,157.84936,157.898966,157.84936,157.898966,2391
1577955120,157.898966,157.898966,157.898966,157.898966,245
1577955180,157.898966,157.898966,157.898867,157.898966,3857
1577955240,157.898966,157.898966,157.898966,157.898966,341
1577955360,157.938652,157.938652,157.898966,157.898966,2979
1577955480,157.879124,157.879124,157.869202,157.869202,1110
1577955540,157.869202,157.869202,157.869202,157.869202,402
1577955600,157.869202,157.869202,157.84936,157.84936,1418
1577955660,157.84936,157.898966,157.84936,157.84936,2193
1577955720,157.84936,157.869202,157.84936,157.869202,606
1577955780,157.809674,157.809674,157.760067,157.760067,1718
1577955840,157.84926,157.84936,157.750146,157.750245,2075
1577955900,157.839339,157.839438,157.769988,157.769988,823
1577955960,157.799753,157.799753,157.750146,157.750344,5450
1577956020,157.760067,157.760067,157.760067,157.760067,417
1577956080,157.750146,157.760067,157.700539,157.750146,3525
1577956140,157.680696,157.680696,157.680696,157.680696,833
1577956200,157.680597,157.680696,157.650932,157.650932,2003
1577956260,157.660853,157.750146,157.660853,157.750146,709
1577956320,157.750146,157.760067,157.750146,157.760067,4022
1577956380,157.750146,157.84936,157.750146,157.84936,4058
1577956440,157.750146,157.895097,157.750146,157.769988,1105
1577956500,157.750146,157.750146,157.750146,157.750146,451
1577956560,157.760067,157.760067,157.760067,157.760067,596
1577956620,157.760067,157.760067,157.750146,157.750146,649
1577956740,157.799653,157.799753,157.760067,157.760067,1554
1577956860,157.760067,157.760067,157.650932,157.650932,5472
1577956920,157.660853,157.750146,157.631089,157.750146,3221
1577956980,157.750146,157.750146,157.601325,157.611445,5127
1577957040,157.601325,157.601325,157.601325,157.601325,1451
1577957100,157.601325,157.601325,157.601325,157.601325,275
1577957220,157.71046,157.750146,157.71046,157.750146,641
1577957280,157.621167,157.621167,157.621167,157.621167,602
